DATE,COMPOUND,BLOCK,DESCRIPTION,NAME,ALARM TYPE Type,ALARM DESC,ALM_RTN,PRIORITY,VALUE,ALARM VALUE,UNITS,LOCATION,GRP
2026-07-22 00:10:45.8,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),ALM,5,1.99863,2,INH2O,!hist14!CP1016,2
2026-07-22 00:10:52.3,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),RTN,5,2.23965,2,INH2O,!hist14!CP1016,2
2026-07-22 00:11:17.7,1AB_ECON_SEQ,ECON_HOP_T7,ECON HOPPER SEQ XV5121 TIMER,,PTARG,TIMEOUT,ALM,3,241,240,SEC,!WP1002!WP1011!WP1001!hist14!CP1020,1
2026-07-22 00:11:18.7,1AB_ECON_SEQ,ECON_HOP_T7,ECON HOPPER SEQ XV5121 TIMER,,PTARG,TIMEOUT,RTN,3,0,240,SEC,!WP1002!WP1011!WP1001!hist14!CP1020,1
2026-07-22 00:11:22.8,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),ALM,5,1.99473,2,INH2O,!hist14!CP1016,2
2026-07-22 00:12:13.6,1DAS11,ISPSH1131,LIGHTER OIL SUPPLY PRESS ALM,,HIABS,HI LIGHTER OIL SUPPLY PRESS,RTN,1,144.111,175,KPH,!WP1002!WP1006!WP1007!WP1001!WP1003!WP1014!hist14!CP1008,1
2026-07-22 00:12:15.8,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),RTN,5,2.22441,2,INH2O,!hist14!CP1016,2
2026-07-22 00:12:18.6,1DAS11,ISPSH1131,LIGHTER OIL SUPPLY PRESS ALM,,HIABS,HI LIGHTER OIL SUPPLY PRESS,ALM,1,180.82,175,KPH,!WP1002!WP1006!WP1007!WP1001!WP1003!WP1014!hist14!CP1008,1
2026-07-22 00:12:20.6,1DAS11,ISPSH1131,LIGHTER OIL SUPPLY PRESS ALM,,HIABS,HI LIGHTER OIL SUPPLY PRESS,RTN,1,82.3535,175,KPH,!WP1002!WP1006!WP1007!WP1001!WP1003!WP1014!hist14!CP1008,1
2026-07-22 00:12:24.8,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),ALM,5,1.98945,2,INH2O,!hist14!CP1016,2
2026-07-22 00:12:29.3,1SCRA_IDSAV,SLPDI5416A,A IDMPR SCR SA PSG TO FG DUCT DP,,LOABS,SCR A IN DMPR SEAL DP LOW (SERV),RTN,5,2.20977,2,INH2O,!hist14!CP1016,2
